                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.74876,                 0.6058,                 1.2087,                0.91665,                0.88179,                0.94637,                0.79412,                0.52141,                0.34431,                0.93603,              0.0021295,              0.0021295,              0.0021295
                    162,                0.73476,                0.59574,                 1.2041,                0.91603,                0.88319,                0.94666,                0.79473,                0.52066,                 0.3435,                0.93531,                0.00208,                0.00208,                0.00208
                    163,                 0.7408,                0.59369,                 1.2044,                 0.9159,                0.88353,                0.94695,                0.79527,                0.51989,                0.34271,                0.93452,              0.0020305,              0.0020305,              0.0020305
                    164,                0.74462,                0.59465,                  1.203,                0.91558,                 0.8841,                0.94715,                 0.7957,                0.51913,                0.34184,                0.93375,               0.001981,               0.001981,               0.001981
                    165,                0.73759,                0.58811,                 1.2025,                0.91545,                0.88486,                0.94737,                0.79619,                0.51825,                0.34102,                0.93292,              0.0019315,              0.0019315,              0.0019315
                    166,                0.73859,                0.59073,                 1.1992,                0.91517,                0.88643,                0.94776,                0.79676,                0.51745,                0.34008,                0.93213,               0.001882,               0.001882,               0.001882
                    167,                0.73859,                0.59384,                 1.2034,                0.91572,                0.88673,                0.94802,                0.79715,                 0.5167,                0.33916,                0.93142,              0.0018325,              0.0018325,              0.0018325
                    168,                0.73589,                0.58581,                 1.2009,                0.91553,                 0.8872,                0.94828,                0.79771,                0.51578,                 0.3383,                0.93052,               0.001783,               0.001783,               0.001783
                    169,                0.72939,                0.58305,                 1.1978,                0.91519,                0.88836,                0.94852,                0.79818,                0.51492,                0.33746,                0.92961,              0.0017335,              0.0017335,              0.0017335
                    170,                 0.7371,                0.58026,                 1.1979,                0.91535,                0.88903,                 0.9488,                0.79863,                0.51414,                0.33666,                0.92878,               0.001684,               0.001684,               0.001684
                    171,                0.72912,                0.58121,                 1.1979,                0.91521,                0.88992,                0.94909,                0.79903,                0.51329,                  0.336,                  0.928,              0.0016345,              0.0016345,              0.0016345
                    172,                 0.7284,                 0.5781,                 1.1979,                0.91533,                0.89071,                0.94935,                0.79963,                0.51243,                0.33526,                 0.9272,               0.001585,               0.001585,               0.001585
                    173,                0.72235,                0.57292,                 1.1922,                0.91668,                 0.8904,                0.94967,                0.80028,                0.51161,                0.33454,                 0.9264,              0.0015355,              0.0015355,              0.0015355
                    174,                0.72354,                 0.5747,                 1.1936,                0.91715,                0.89087,                0.94999,                0.80077,                0.51078,                0.33379,                0.92556,               0.001486,               0.001486,               0.001486
                    175,                0.71999,                0.57128,                 1.1898,                0.91826,                 0.8908,                0.95039,                 0.8012,                   0.51,                0.33322,                0.92483,              0.0014365,              0.0014365,              0.0014365
                    176,                0.71543,                 0.5676,                 1.1884,                0.91841,                0.89175,                0.95064,                 0.8017,                0.50936,                0.33255,                0.92416,               0.001387,               0.001387,               0.001387
                    177,                0.72105,                0.56921,                 1.1921,                0.91821,                 0.8928,                0.95083,                0.80224,                0.50861,                0.33195,                 0.9235,              0.0013375,              0.0013375,              0.0013375
                    178,                0.72119,                 0.5681,                 1.1897,                 0.9187,                0.89321,                0.95107,                 0.8027,                0.50783,                 0.3312,                0.92274,               0.001288,               0.001288,               0.001288
                    179,                0.71742,                0.56536,                 1.1873,                0.91918,                 0.8935,                0.95135,                 0.8031,                0.50696,                0.33035,                0.92184,              0.0012385,              0.0012385,              0.0012385
                    180,                 0.7177,                0.56346,                 1.1847,                 0.9196,                0.89357,                0.95155,                0.80371,                0.50609,                0.32942,                0.92092,               0.001189,               0.001189,               0.001189
                    181,                 0.7197,                0.56349,                 1.1861,                 0.9202,                0.89401,                 0.9519,                0.80419,                0.50533,                0.32864,                0.92016,              0.0011395,              0.0011395,              0.0011395
                    182,                 0.7194,                0.56094,                  1.185,                0.91991,                0.89494,                0.95204,                0.80473,                0.50438,                0.32787,                0.91915,                0.00109,                0.00109,                0.00109
                    183,                0.71635,                0.55623,                 1.1842,                0.92025,                0.89542,                0.95232,                 0.8052,                0.50353,                0.32711,                0.91819,              0.0010405,              0.0010405,              0.0010405
                    184,                0.70871,                0.55139,                 1.1844,                0.92049,                0.89577,                0.95264,                0.80565,                0.50271,                0.32634,                0.91732,               0.000991,               0.000991,               0.000991
                    185,                0.71262,                0.55479,                 1.1813,                0.92068,                0.89661,                 0.9529,                0.80612,                0.50176,                0.32562,                0.91635,              0.0009415,              0.0009415,              0.0009415
                    186,                0.70826,                0.54945,                 1.1842,                0.92132,                0.89702,                0.95311,                0.80677,                0.50105,                0.32494,                0.91564,               0.000892,               0.000892,               0.000892
                    187,                0.71487,                0.55359,                 1.1847,                0.92233,                0.89686,                 0.9534,                0.80735,                0.50038,                0.32428,                0.91499,              0.0008425,              0.0008425,              0.0008425
                    188,                0.70983,                0.54466,                 1.1783,                0.92248,                0.89726,                0.95367,                0.80781,                0.49971,                0.32362,                0.91424,               0.000793,               0.000793,               0.000793
                    189,                0.70314,                 0.5445,                 1.1796,                 0.9229,                0.89751,                0.95391,                0.80821,                0.49899,                0.32297,                0.91347,              0.0007435,              0.0007435,              0.0007435
                    190,                0.70446,                0.54437,                 1.1767,                0.92291,                0.89816,                0.95416,                0.80866,                0.49805,                 0.3224,                0.91253,               0.000694,               0.000694,               0.000694
                    191,                 0.6502,                0.43321,                 1.1619,                0.92331,                0.89869,                0.95439,                 0.8093,                0.49685,                0.32174,                0.91144,              0.0006445,              0.0006445,              0.0006445
                    192,                0.63962,                  0.416,                 1.1534,                0.92349,                 0.8995,                0.95467,                0.81001,                0.49578,                0.32099,                 0.9104,               0.000595,               0.000595,               0.000595
                    193,                0.63333,                0.41097,                 1.1525,                0.92415,                0.89954,                0.95497,                0.81055,                0.49454,                0.32019,                0.90921,              0.0005455,              0.0005455,              0.0005455
                    194,                 0.6312,                0.40729,                 1.1507,                0.92533,                0.89923,                0.95517,                0.81117,                0.49357,                0.31933,                0.90827,               0.000496,               0.000496,               0.000496
                    195,                0.62498,                0.40311,                 1.1426,                0.92546,                0.89982,                0.95545,                0.81166,                0.49236,                0.31846,                  0.907,              0.0004465,              0.0004465,              0.0004465
                    196,                0.61932,                 0.3998,                 1.1393,                0.92641,                0.89967,                 0.9557,                0.81235,                0.49115,                0.31748,                0.90574,               0.000397,               0.000397,               0.000397
                    197,                 0.6226,                0.39898,                 1.1416,                0.92717,                0.90011,                0.95594,                0.81307,                0.48986,                0.31661,                0.90446,              0.0003475,              0.0003475,              0.0003475
                    198,                0.62039,                0.39828,                 1.1374,                0.92857,                0.89954,                0.95619,                0.81375,                0.48873,                0.31583,                0.90327,               0.000298,               0.000298,               0.000298
                    199,                0.60966,                0.38939,                 1.1327,                0.92833,                0.90067,                0.95647,                0.81435,                0.48762,                0.31506,                0.90216,              0.0002485,              0.0002485,              0.0002485
                    200,                0.61445,                0.39027,                 1.1373,                 0.9294,                0.90071,                0.95675,                0.81505,                0.48639,                0.31427,                0.90092,               0.000199,               0.000199,               0.000199
